iter	RMSE
431	0.07046841694
432	0.07045658225
433	0.07045019044
434	0.07044109778
435	0.07042965499
436	0.07042343582
437	0.0704153052
438	0.07040944227
439	0.07039794544
440	0.07039155767
441	0.07038694278
442	0.07037578858
443	0.07036743944
444	0.07035643871
445	0.07034685526
446	0.07034386284
447	0.07033306263
448	0.07032479211
449	0.07031365743
450	0.07030459427
451	0.0702983773
452	0.07028804634
453	0.07027743354
454	0.07026967942
455	0.07026025074
456	0.07025439066
457	0.07024653044
458	0.0702396885
459	0.07023586559
460	0.07022499816
461	0.07021781351
462	0.07021277079
463	0.07020369131
464	0.07019267317
465	0.0701863204
466	0.07017495818
467	0.07016379815
468	0.07015477305
469	0.07014298401
470	0.07013473024
471	0.07012952609
472	0.07011780286
473	0.07011226163
474	0.07010588243
475	0.07009903851
476	0.07009256681
477	0.07008159239
478	0.07006717602
479	0.07006197812
480	0.07005812046
481	0.07004949792
482	0.07004462512
483	0.07003554826
484	0.07002555404
485	0.07001874661
486	0.07001041216
487	0.07000241548
488	0.0699915313
489	0.0699861038
490	0.06997939748
491	0.06997262972
492	0.0699674
493	0.06995776772
494	0.06994950942
495	0.06994148957
496	0.06993580609
497	0.06992829386
498	0.06992308104
499	0.06991541674
500	0.06990759684
501	0.0698994191
502	0.06989400874
503	0.06988267813
504	0.06987703204
505	0.06987008654
506	0.06986194255
507	0.06985494543
508	0.06985097396
509	0.06984309327
510	0.06983608606
511	0.06983138672
512	0.06982296649
513	0.06981719618
514	0.06981083427
515	0.06980291576
516	0.06979744321
517	0.06978588915
518	0.06978130349
519	0.06977730324
520	0.06977114848
521	0.06976589144
522	0.06975995484
523	0.06975127405
524	0.06974069967
525	0.06973330734
526	0.06972836686
527	0.06972362056
528	0.06971836421
529	0.06970990356
530	0.06970177983
531	0.06969491121
532	0.06968645071
533	0.06968161131
534	0.06967186523
535	0.06966768799
536	0.06966244001
537	0.06965846124
538	0.06965123285
539	0.0696454698
540	0.06964309307
541	0.06963699601
542	0.06962715305
543	0.06961920394
544	0.06960968485
545	0.06960486037
546	0.06959899961
547	0.06959391416
548	0.06958618038
549	0.06957906518
550	0.0695701905
551	0.06956204254
552	0.06955744893
553	0.06955116192
554	0.069546741
555	0.06954119076
556	0.06953696328
557	0.06952826915
558	0.06952097087
559	0.0695163725
560	0.06951076378
561	0.06950402464
562	0.06949698542
563	0.06949185836
564	0.06948534681
565	0.06948116663
566	0.06947297822
567	0.06946716139
568	0.06946184725
569	0.06945493531
570	0.06945087632
571	0.06944156574
572	0.0694366702
573	0.06943238889
574	0.06942707621
575	0.06942242959
576	0.06941975948
577	0.06941441505
578	0.06940601175
579	0.06940106058
580	0.06939757859
581	0.06939190891
582	0.06938694689
583	0.0693789879
584	0.06937340452
585	0.0693681555
586	0.06936233062
587	0.06935957569
588	0.06935622013
589	0.06934880885
590	0.06934479187
591	0.06933959986
592	0.06933185847
593	0.06932860536
594	0.06932463242
595	0.06932019391
596	0.06931330096
597	0.06930784688
598	0.06930334242
599	0.06930020177
600	0.06929802464
601	0.06928958026
602	0.06928487219
603	0.06928026851
604	0.06927366501
605	0.06926980446
606	0.06926490661
607	0.06926125966
608	0.0692536626
609	0.06924901594
610	0.06924610502
611	0.06924112829
612	0.06923471023
613	0.06923005721
614	0.06922514464
615	0.06921686231
616	0.06921314776
617	0.06920601568
618	0.06920243198
619	0.06919425743
620	0.06918644555
621	0.0691797911
622	0.06917499892
623	0.06917166991
624	0.06916694811
625	0.06916385641
626	0.06915944862
627	0.06915424395
628	0.06915012794
629	0.06914698371
630	0.06914132372
631	0.06913859356
632	0.06913685503
633	0.06913380248
634	0.06912952724
635	0.06912453835
636	0.06911909028
637	0.06911385288
638	0.06911077709
639	0.06910471176
640	0.06910119364
641	0.06909794401
642	0.06909080235
643	0.06908408789
644	0.06908034417
645	0.06907402781
646	0.0690677367
647	0.06906354309
648	0.06905941106
649	0.06905499808
650	0.06904967148
651	0.06904637422
652	0.06904158104
653	0.06903551032
654	0.06903247404
655	0.06902819696
656	0.06902293194
657	0.06901804624
658	0.06901219737
659	0.06900766126
660	0.06900354812
661	0.06899615479
662	0.06898988118
663	0.06898459153
664	0.06897874695
665	0.06897264753
666	0.06896712517
667	0.06896444465
668	0.06896110716
669	0.06895795514
670	0.06895162987
671	0.06894794038
672	0.06894347963
673	0.06893917427
674	0.06893481853
675	0.06892923243
676	0.06892626276
677	0.06891925901
678	0.06891422577
679	0.06891020663
680	0.06890728313
681	0.06890116752
682	0.06889762175
683	0.06889428743
684	0.0688904166
685	0.06888497485
686	0.06888194006
687	0.06887646212
688	0.06886971188
689	0.06886425696
690	0.0688573495
691	0.06885319482
692	0.06884881262
693	0.06884450004
694	0.06884123476
695	0.06883812239
696	0.06883314258
697	0.06882906667
698	0.06882419995
699	0.06881952826
700	0.06881418521
701	0.06881080494
702	0.06880755786
703	0.06880409808
704	0.06879875743
705	0.06879530597
706	0.06879094471
707	0.06878585755
708	0.06878066658
709	0.0687777886
710	0.06877232635
711	0.0687676878
712	0.06876300308
713	0.06875932779
714	0.06875559645
715	0.06875205378
716	0.06874896281
717	0.06874513895
718	0.06874233481
719	0.06873861896
720	0.06873325691
721	0.06872795478
722	0.06872497121
723	0.06872171382
724	0.06871782579
725	0.06871370598
726	0.06871007917
727	0.0687041886
728	0.06870129347
729	0.06869774748
730	0.06869389146
731	0.06868768818
732	0.06868390471
733	0.06868206194
734	0.06867771475
735	0.06867352964
736	0.0686702348
737	0.06866707954
738	0.06866373444
739	0.06866016071
740	0.06865692856
741	0.068651807
742	0.06864746844
743	0.06864419226
744	0.06864158008
745	0.06863813937
746	0.06863553995
747	0.06863214997
748	0.06862708878
749	0.06862493517
750	0.06862068616
751	0.06861752088
752	0.06861482988
753	0.06861050344
754	0.06860680988
755	0.06860333679
756	0.06859996886
757	0.06859533708
758	0.06859255333
759	0.06858869528
760	0.0685855624
761	0.06858090778
762	0.06857751529
763	0.06857306124
764	0.0685676109
765	0.06856461671
766	0.06856123639
767	0.06855683897
768	0.06855407947
769	0.06855140331
770	0.06854753528
771	0.06854448773
772	0.06853972815
773	0.06853665864
774	0.0685328779
775	0.06852925478
776	0.06852402496
777	0.0685209581
778	0.06851815651
779	0.06851555494
780	0.06851123293
781	0.06850798526
782	0.06850395964
783	0.06850143375
784	0.06849794687
785	0.06849442402
786	0.06849121456
787	0.06848759626
788	0.06848473037
789	0.06848152368
790	0.068478024
791	0.06847458756
792	0.06847160914
793	0.06846903605
794	0.06846524063
795	0.06846224174
796	0.0684592816
797	0.06845438443
798	0.06845191373
799	0.06844887625
800	0.06844428019
801	0.06844000544
802	0.06843738583
803	0.06843303285
804	0.06842885017
805	0.0684252836
806	0.06842236271
807	0.06841956174
808	0.06841730954
809	0.06841405624
810	0.06841107257
811	0.06840747381
812	0.06840423896
813	0.06840000179
814	0.06839718642
815	0.06839489071
816	0.06839037158
817	0.06838691159
818	0.06838448179
819	0.06838217913
820	0.06837943023
821	0.06837630644
822	0.06837327206
823	0.0683705887
824	0.06836764446
825	0.06836340315
826	0.06836147628
827	0.06835990572
828	0.06835764082
829	0.06835361534
830	0.06835011528
831	0.06834694431
832	0.06834307817
833	0.06834077532
834	0.0683394505
835	0.06833703913
836	0.06833300859
837	0.06833070076
838	0.06832655289
839	0.06832428372
840	0.06832184941
841	0.06831811266
842	0.06831569286
843	0.06831351909
844	0.06831098823
845	0.06830699466
846	0.06830380074
847	0.06830121311
848	0.06829864335
849	0.06829488121
850	0.06829156149
851	0.06828803209
852	0.06828483414
853	0.06828135094
854	0.06827804498
855	0.06827504025
856	0.06827127285
857	0.06826878874
858	0.06826668457
859	0.06826414896
860	0.06826115109
861	0.06825883794
862	0.06825535197
863	0.06825190904
864	0.06824891437
865	0.06824603983
866	0.06824391268
867	0.06824130016
868	0.06823739124
869	0.06823437015
870	0.06823164387
871	0.06822888406
872	0.06822562279
873	0.06822343283
874	0.06822080696
875	0.06821793151
876	0.06821570111
877	0.06821310179
878	0.06821031537
879	0.06820813224
880	0.06820594685
881	0.06820292719
882	0.06820005626
883	0.06819703924
884	0.06819584767
885	0.06819373097
886	0.06819129725
887	0.0681894251
888	0.06818683045
889	0.068184023
890	0.06818164003
891	0.06817878603
892	0.06817603869
893	0.06817366252
894	0.06817140195
895	0.06816874794
896	0.06816651225
897	0.06816245036
898	0.06816018903
899	0.06815796679
900	0.06815569861
901	0.06815306165
902	0.06815060973
903	0.06814811711
904	0.06814574006
905	0.06814338174
906	0.06813852654
907	0.06813585044
908	0.06813371605
909	0.06813071115
910	0.0681286374
911	0.06812649181
912	0.06812398533
913	0.06812079026
914	0.06811842458
915	0.06811639811
916	0.06811429528
917	0.06811197209
918	0.0681102673
919	0.06810762337
920	0.06810488819
921	0.06810227426
922	0.06809917013
923	0.06809681446
924	0.06809536679
925	0.06809271646
926	0.06809020871
927	0.06808732138
928	0.0680844838
929	0.06808189586
930	0.06807933952
931	0.06807673093
932	0.06807515403
933	0.06807280877
934	0.06807035345
935	0.06806763236
936	0.06806606003
937	0.06806363831
938	0.06806110798
939	0.06805827692
940	0.06805649753
941	0.06805441102
942	0.06805167991
943	0.06804999901
944	0.06804675845
945	0.0680440319
946	0.06804178612
947	0.06803922672
948	0.06803735203
949	0.06803472764
950	0.06803243341
951	0.06803005569
952	0.06802826181
953	0.06802528472
954	0.06802240295
955	0.06802026123
956	0.06801742054
957	0.06801502533
958	0.06801251585
959	0.06801019418
960	0.068007981
961	0.06800515305
962	0.06800214573
963	0.06800027429
964	0.06799754821
965	0.06799517136
966	0.06799351313
967	0.06799013479
968	0.06798801888
969	0.06798624917
970	0.06798513691
971	0.06798310386
972	0.06798110829
973	0.06797831553
974	0.06797653235
975	0.06797403622
976	0.06797168121
977	0.06796937488
978	0.06796700696
979	0.06796542913
980	0.067961882
981	0.06795963962
982	0.06795823448
983	0.06795550609
984	0.06795323402
985	0.06795127085
986	0.06794801918
987	0.06794462116
988	0.06794171877
989	0.06794031816
990	0.06793789639
991	0.06793585226
992	0.067932436
993	0.06792955075
994	0.06792643765
995	0.06792411598
996	0.06792259405
997	0.06792027004
998	0.0679181054
999	0.06791649425
1000	0.06791361514
1001	0.06791126825
1002	0.0679088545
1003	0.06790698052
1004	0.06790435901
1005	0.06790158605
1006	0.06789928297
1007	0.06789642265
1008	0.06789407401
1009	0.06789248504
1010	0.06789037388
1011	0.06788800157
1012	0.06788525232
1013	0.06788380562
1014	0.06788207963
1015	0.06788091443
1016	0.0678791334
1017	0.06787749869
1018	0.06787465093
1019	0.06787140176
1020	0.06786921423
1021	0.06786641376
1022	0.06786257562
1023	0.06786082344
1024	0.06785758993
1025	0.06785486536
1026	0.06785247307
1027	0.06785080638
1028	0.06784782665
1029	0.06784581022
1030	0.0678427637
1031	0.06784111454
1032	0.06783862054
1033	0.06783661616
1034	0.06783399237
1035	0.06783193485
1036	0.06782957589
1037	0.06782706489
1038	0.06782506916
1039	0.06782350966
1040	0.06782119249
1041	0.06782003733
1042	0.06781636534
1043	0.06781512179
1044	0.06781346869
1045	0.06781123895
1046	0.0678096248
1047	0.06780830071
1048	0.06780477195
1049	0.06780182634
1050	0.06780049613
1051	0.06779852586
1052	0.06779643877
1053	0.06779525124
1054	0.06779316344
1055	0.0677914287
1056	0.06778894973
1057	0.0677868752
1058	0.06778434354
1059	0.06778285438
1060	0.06778021977
1061	0.06777757604
1062	0.06777649468
1063	0.06777449881
1064	0.0677716548
1065	0.06777018409
1066	0.06776876715
1067	0.0677662133
1068	0.06776379822
1069	0.06776046434
1070	0.06775767092
1071	0.06775524179
1072	0.06775334892
1073	0.06775140452
1074	0.06774979262
1075	0.06774637006
1076	0.06774429697
1077	0.06774259389
1078	0.06774158848
1079	0.06774003706
1080	0.0677370557
1081	0.0677347304
1082	0.06773283116
1083	0.06773147415
1084	0.06772918044
1085	0.06772637223
1086	0.06772445523
1087	0.06772297732
1088	0.06772090461
1089	0.06771862125
1090	0.06771544625
1091	0.06771274466
1092	0.06771139927
1093	0.06770935156
1094	0.0677057785
1095	0.06770398151
1096	0.06770275415
1097	0.06770083783
1098	0.06769861294
1099	0.06769667105
1100	0.06769453324
1101	0.06769296619
1102	0.0676917393
1103	0.06768965863
1104	0.06768793412
1105	0.06768694957
1106	0.06768427926
1107	0.06768205285
1108	0.06768051398
1109	0.06767727756
1110	0.06767521428
1111	0.06767277546
1112	0.06767097266
1113	0.06766826933
1114	0.0676657874
1115	0.06766392236
1116	0.06766179921
1117	0.06765995385
1118	0.06765881711
1119	0.06765628063
1120	0.06765351401
1121	0.06765072468
1122	0.06764732237
1123	0.06764541071
1124	0.06764230183
1125	0.06764055123
1126	0.06763801663
1127	0.06763530785
1128	0.06763217155
1129	0.06762978384
1130	0.06762753682
1131	0.06762560616
1132	0.06762366006
1133	0.06762270564
1134	0.06761978925
1135	0.06761764582
1136	0.06761549765
1137	0.06761304252
1138	0.06761007202
1139	0.06760791558
1140	0.06760603721
1141	0.06760378345
1142	0.06760167466
1143	0.06760055228
1144	0.0675984513
1145	0.06759653137
1146	0.06759436216
1147	0.0675929538
1148	0.06758972461
1149	0.06758712936
1150	0.0675841987
1151	0.06758199909
1152	0.0675807687
1153	0.06757900644
1154	0.06757664708
1155	0.06757580559
1156	0.06757338166
1157	0.0675713742
1158	0.06756846774
1159	0.06756694359
1160	0.06756484363
1161	0.06756278061
1162	0.06756007847
1163	0.06755799973
1164	0.06755584
1165	0.06755298562
1166	0.06755176233
1167	0.0675500791
1168	0.0675474792
1169	0.06754524936
1170	0.06754369309
1171	0.06754162991
1172	0.06753983009
1173	0.06753740411
1174	0.06753565843
1175	0.06753322237
1176	0.06753164261
1177	0.06753032904
1178	0.06752852342
1179	0.06752725178
1180	0.06752493635
1181	0.06752275366
1182	0.06751997463
1183	0.06751803853
1184	0.06751576009
1185	0.06751374661
1186	0.06751213289
1187	0.06751137239
1188	0.06750972773
1189	0.06750857402
1190	0.06750668594
1191	0.06750526876
1192	0.06750380451
1193	0.06750077759
1194	0.06749832708
1195	0.06749619196
1196	0.06749396965
1197	0.06749200585
1198	0.06749034225
1199	0.0674884957
1200	0.06748559084
1201	0.06748353784
1202	0.06748135053
1203	0.06747928431
1204	0.06747686577
1205	0.06747399502
1206	0.06747123776
1207	0.06746928051
1208	0.06746736397
1209	0.0674653175
1210	0.06746316982
1211	0.06746132535
1212	0.0674599823
1213	0.06745807372
1214	0.06745551866
1215	0.06745391108
1216	0.06745308604
1217	0.06745033825
1218	0.0674484425
1219	0.06744720053
1220	0.06744577806
1221	0.0674440215
1222	0.06744226138
1223	0.06744092022
1224	0.06743935371
1225	0.06743694205
1226	0.06743562224
1227	0.06743304518
1228	0.06743109273
1229	0.06742919253
1230	0.06742702645
1231	0.06742513579
1232	0.06742387641
1233	0.06742322896
1234	0.06742119934
1235	0.06741945082
1236	0.06741753038
1237	0.06741563513
1238	0.06741434208
1239	0.06741181872
1240	0.06740941604
1241	0.06740732667
1242	0.06740540443
1243	0.0674032182
1244	0.06740109417
1245	0.06739885176
1246	0.06739735649
1247	0.06739553492
1248	0.06739346101
1249	0.06739160416
1250	0.06738889242
1251	0.06738807173
1252	0.06738553327
1253	0.06738339643
1254	0.06738193213
1255	0.06738051952
1256	0.06737949037
1257	0.0673778049
1258	0.06737611864
1259	0.06737503374
1260	0.06737389151
1261	0.06737244088
1262	0.06737048685
1263	0.06736870008
1264	0.0673667562
1265	0.06736509147
1266	0.06736343254
1267	0.06736121869
1268	0.06735961798
1269	0.06735712477
1270	0.06735576572
1271	0.06735394951
1272	0.06735208603
1273	0.06735006948
1274	0.06734890251
1275	0.06734749139
1276	0.06734585301
1277	0.06734421521
1278	0.06734306382
1279	0.06734160574
1280	0.06733963779
1281	0.06733787446
1282	0.06733621275
1283	0.06733379936
1284	0.06733253914
1285	0.06733200629
1286	0.06733042048
1287	0.06732919308
1288	0.06732730919
1289	0.06732540989
1290	0.06732275863
1291	0.06732054288
1292	0.0673183205
1293	0.06731616147
1294	0.06731404961
1295	0.06731234638
1296	0.06731024232
1297	0.06730893759
1298	0.06730725879
1299	0.06730565281
1300	0.0673038862
1301	0.06730280094
1302	0.06730129421
1303	0.06729923018
1304	0.0672981832
1305	0.06729623552
1306	0.06729352294
1307	0.06729219195
1308	0.06729033919
1309	0.06728815934
1310	0.06728684631
1311	0.06728507682
1312	0.06728383835
1313	0.06728182932
1314	0.06728099225
1315	0.06727911074
1316	0.06727777123
1317	0.06727669443
1318	0.06727568154
1319	0.06727309003
1320	0.06727195623
1321	0.06726960008
1322	0.06726726185
1323	0.06726554942
1324	0.0672637473
1325	0.06726196595
1326	0.06726098138
1327	0.06725861871
1328	0.06725612978
1329	0.0672540863
1330	0.06725232576
1331	0.06724978581
1332	0.06724834396
1333	0.06724640946
1334	0.06724480235
1335	0.06724344661
1336	0.06724157147
1337	0.06723929071
1338	0.06723770091
1339	0.06723666106
1340	0.06723566312
1341	0.06723328024
1342	0.06723213324
1343	0.06723127659
1344	0.06722977476
1345	0.06722783947
1346	0.06722677044
1347	0.06722484779
1348	0.06722306442
1349	0.06722228032
1350	0.06722060911
1351	0.06721933259
1352	0.06721763307
1353	0.06721529349
1354	0.06721390178
1355	0.06721225999
1356	0.06720989555
1357	0.06720827686
1358	0.06720723579
1359	0.0672057402
1360	0.06720467164
1361	0.06720339178
1362	0.06720121532
1363	0.06719871742
1364	0.06719630848
1365	0.06719510141
1366	0.06719348287
1367	0.06719273702
1368	0.06719104657
1369	0.06718938209
1370	0.06718753811
1371	0.06718571339
1372	0.06718430038
1373	0.06718310309
1374	0.06718145211
1375	0.06717920492
1376	0.06717839596
1377	0.06717740405
1378	0.06717643627
1379	0.06717373121
1380	0.06717172067
1381	0.06716994788
1382	0.06716872843
1383	0.06716633363
1384	0.06716424025
1385	0.06716298574
1386	0.06716148965
1387	0.06716010505
1388	0.06715874649
1389	0.06715740546
1390	0.06715526096
1391	0.06715478365
1392	0.0671524806
1393	0.06715054621
1394	0.06714782107
1395	0.06714632228
1396	0.06714536166
1397	0.06714420904
1398	0.06714279831
1399	0.06714063732
1400	0.0671394849
1401	0.06713775155
1402	0.06713570287
1403	0.06713420661
1404	0.06713375137
1405	0.06713191661
1406	0.06713098202
1407	0.06712902726
1408	0.06712776233
1409	0.06712609397
1410	0.06712427849
1411	0.06712264431
1412	0.06712169076
1413	0.06712015432
1414	0.06711808248
1415	0.0671165487
1416	0.06711499028
1417	0.06711338234
1418	0.06711228285
1419	0.06711156756
1420	0.06710901104
1421	0.06710801289
1422	0.06710604299
1423	0.06710420436
1424	0.06710260404
1425	0.06710125438
1426	0.06709948537
1427	0.06709817495
1428	0.06709592296
1429	0.06709467197
1430	0.06709298383
1431	0.06709057371
1432	0.06708879508
1433	0.06708735172
1434	0.06708569344
1435	0.06708325397
1436	0.06708155665
1437	0.06707996064
1438	0.06707913738
1439	0.06707796152
1440	0.06707667517
1441	0.06707529533
1442	0.06707391419
1443	0.0670728318
1444	0.06707087886
1445	0.06706989843
1446	0.06706852487
1447	0.06706616809
1448	0.06706486559
1449	0.06706382231
1450	0.06706234776
1451	0.06706053975
1452	0.06705867369
1453	0.06705670121
1454	0.06705541668
1455	0.06705440187
1456	0.06705297777
1457	0.06705205137
1458	0.06705044412
1459	0.06704847439
1460	0.06704711392
1461	0.06704527752
1462	0.06704453817
1463	0.06704330966
1464	0.06704089325
1465	0.06703956309
1466	0.06703865175
1467	0.06703760157
1468	0.0670356354
1469	0.06703473889
1470	0.06703328487
1471	0.06703198102
1472	0.06703048326
1473	0.06702957209
1474	0.06702770963
1475	0.06702620464
1476	0.06702430993
1477	0.0670237153
1478	0.0670221905
1479	0.06702089418
1480	0.06701999848
1481	0.06701857346
1482	0.06701682277
1483	0.06701498496
1484	0.06701405281
1485	0.06701277765
1486	0.06701163941
1487	0.06701040444
1488	0.06700861033
1489	0.06700643212
1490	0.06700472217
1491	0.06700292005
1492	0.06700127821
1493	0.06699949627
1494	0.06699769666
1495	0.06699561264
1496	0.0669935216
1497	0.06699108601
1498	0.06698944656
1499	0.06698800349
